ensemble_geneid	gene_name	Rat_ESF1	Rat_ESF2
ENSRNOG00000007084	March10	0.282634321713795	0.185983883898816
ENSRNOG00000007088	Xpot	56.564014018933	64.0070848626509
ENSRNOG00000007089	Lgmn	125.736231588509	170.98262443159
ENSRNOG00000007090	Cacna1c	17.8833760342187	19.0758614888441
ENSRNOG00000007091	Ly6e	75.2649430676918	58.3111855158953
ENSRNOG00000007092	Fgb	0.0644381127354578	0.0593637409887455
ENSRNOG00000007097	Gpatch3	5.44196324342557	5.63045584238829
ENSRNOG00000007098	Gtpbp10	15.3800482058626	13.9611452128124
ENSRNOG00000007099	S100pbp	15.6227084947045	16.8105695119696
ENSRNOG00000007100	Ccdc136	7.07455221645425	8.57652850552758
ENSRNOG00000007102	Acss1	1.78351073530458	1.64306285280792
ENSRNOG00000007104	Itpr1	27.8759048399046	45.9174933706788
ENSRNOG00000007106	Sos1	28.1819536002923	27.0314888780849
ENSRNOG00000007110	Ankrd6	0.6953390189146	0.521404336045819
ENSRNOG00000007111	Nrdc	78.5084915944452	77.3912599747396
ENSRNOG00000007112	Pcsk1n	0	0
ENSRNOG00000007114	Psma6	265.917729128088	285.067073869781
ENSRNOG00000007115	Crebl2	5.22034284896752	6.41233513527701
ENSRNOG00000007117	Cluap1	20.9405807049156	17.5570046532113
ENSRNOG00000007118	Eva1a	129.967898150679	74.6803704062696
ENSRNOG00000007120	Mtmr3	41.0803306353831	42.9450635345801
ENSRNOG00000007124	Krcc1	87.3581861513709	87.9306551698903
ENSRNOG00000007125	Vps54	17.3206515168895	17.1250615748114
ENSRNOG00000007126	Gpr19	3.43570951313033	2.30604099046636
ENSRNOG00000007127	Bbs5	14.82378057769	18.2755268932458
ENSRNOG00000007128	Nop56	102.679225152891	101.944704569106
ENSRNOG00000007129	Cd8b	0	0
ENSRNOG00000007131	Paxip1	11.2095232157926	11.6249108588189
ENSRNOG00000007133	Plxnb2	116.271451213165	136.649952307808
ENSRNOG00000007134	Strap	79.6792895861203	73.9292455454957
ENSRNOG00000007136	Anxa7	160.419357579473	130.347830493076
ENSRNOG00000007137	Ly6i	0.312435396270587	0.0719579343362646
ENSRNOG00000007139	Ttpa	0.246171827850914	0.129592166649359
ENSRNOG00000007141	Preb	40.8535369214072	42.5005028303529
ENSRNOG00000007142	B3gat1	0.0416275245309795	0.210921923943259
ENSRNOG00000007147	Cyp46a1	1.23070637034326	0.954771132219106
ENSRNOG00000007151	Cdk14	39.0835576684072	28.7506811622181
ENSRNOG00000007152	Bhlhe40	98.0258823496999	171.536176748371
ENSRNOG00000007158	Qtrt1	5.45048851221518	6.20485940472493
ENSRNOG00000007159	Ccl2	228.754065468642	187.543921172542
ENSRNOG00000007160	Kat14	7.64026154738503	9.67025141371987
ENSRNOG00000007164	Cln6	13.7251282096354	12.003657340824
ENSRNOG00000007172	Map4k3	29.7709434933176	39.5284610955199
ENSRNOG00000007174	Utp11	57.0757894559461	55.2389068463364
ENSRNOG00000007175	Mier1	49.0159244207976	48.8563588337848
ENSRNOG00000007177	Kdelc2	167.952463519902	181.26890207534
ENSRNOG00000007178	Cd8a	0	0.0989680811584384
ENSRNOG00000007184	RGD1305298	0.110944786361659	0
ENSRNOG00000007189	Ttc22	0	0.051564450693633
ENSRNOG00000007197	Nr1h4	0.540906141003466	4.31869421142048
ENSRNOG00000007200	Ikzf3	0.0319566637098529	0.029440140730369
ENSRNOG00000007202	Sema3d	12.1273958681575	14.6793532543218
ENSRNOG00000007203	Psmc6	119.2752987939	114.675176772712
ENSRNOG00000007206	LOC361016	0.250268198841549	0.968352342936108
ENSRNOG00000007212	Hyal4	0.16080861997314	0.0740726323257032
ENSRNOG00000007213	Yars	111.234802325588	101.684842442578
ENSRNOG00000007214	Oma1	7.45954374335968	7.32030139831298
ENSRNOG00000007218	Leap2	0	0
ENSRNOG00000007219	Hsp90aa1	0	0
ENSRNOG00000007221	Dut	26.3416657639652	28.0177154298317
ENSRNOG00000007224	Bmt2	27.8380943769843	30.5097781182029
ENSRNOG00000007227	Mien1	48.4457915582569	42.6187394393563
ENSRNOG00000007229	Nr0b2	0	0
ENSRNOG00000007230	Kank3	3.89775320627709	3.7945470523834
ENSRNOG00000007231	Spam1	0	0
ENSRNOG00000007232	Lao1	0	0
ENSRNOG00000007234	Cyp51	158.348262526788	133.687837668347
ENSRNOG00000007235	Atp5g1	218.481728590215	208.745029220427
ENSRNOG00000007237	Id2	61.6979006249695	33.8724761976288
ENSRNOG00000007238	LOC297756	0.21610114908659	0.0995418091652015
ENSRNOG00000007240	Rrs1	24.682468807405	26.011457409789
ENSRNOG00000007241	Fnbp4	27.3430156336511	26.1489028660984
ENSRNOG00000007242	Ehmt1	13.573082487319	15.0215826896841
ENSRNOG00000007243	Havcr1	3.37154232728171	1.05289496663795
ENSRNOG00000007246	Atxn7	10.8409585027422	11.5086548281241
ENSRNOG00000007247	A2ml1	0.0340666650376709	0
ENSRNOG00000007249	Cdkn1b	28.9298487020809	30.8001074820451
ENSRNOG00000007250	Six4	1.69840300085893	1.39208469801983
ENSRNOG00000007253	Cbll1	12.0676439906107	12.8263998595016
ENSRNOG00000007254	Ttc9	17.3439500591513	11.9202063096306
ENSRNOG00000007255	Zpbp2	0.930567723491007	0.201714679365151
ENSRNOG00000007256	Necab1	0.20342400118658	0.156170641937478
ENSRNOG00000007258	Sbspon	0.122926457436134	0.0566231231030504
ENSRNOG00000007261	Gli2	11.6645738059916	16.6476873961653
ENSRNOG00000007262	Ccdc134	35.8056525273682	24.1393719352356
ENSRNOG00000007266	RGD1311251	0.0533296827146102	0
ENSRNOG00000007267	Mnat1	76.6752124749758	78.2394029332039
ENSRNOG00000007268	RGD1561796	4.70662207178768	4.7050050564416
ENSRNOG00000007270	Il12rb2	0	0
ENSRNOG00000007271	Map3k9	1.00157711415601	0.845812853695969
ENSRNOG00000007272	Rnf103	63.6363539097515	66.4231743221666
ENSRNOG00000007280	Naa60	42.5174216141722	43.8097950374024
ENSRNOG00000007281	Flnc	448.596551471531	516.280256394457
ENSRNOG00000007283	Erlec1	76.305384931811	80.4487977967503
ENSRNOG00000007284	Slc2a1	189.210872127223	172.446790166386
ENSRNOG00000007285	Tp53rk	5.33672869780692	4.806401779079
ENSRNOG00000007286	Mdm1	8.93218082892185	9.86569930836894
ENSRNOG00000007288	M1ap	0	0.0440281079000183
ENSRNOG00000007290	Atp1a2	0.0145387863562495	0
ENSRNOG00000007291	Terf1	11.1721729079313	9.06952893298375
ENSRNOG00000007292	Spdl1	12.4258160724814	12.6759458294065
ENSRNOG00000007294	Sntg1	0.116401087329666	0.0536173679343652
ENSRNOG00000007299	Caap1	20.3645318966401	21.3955638628542
ENSRNOG00000007300	C1qtnf6	7.0382235339784	7.82708723313973
ENSRNOG00000007301	Gdf9	0.0537139023306457	0.296904243475619
ENSRNOG00000007302	Fbn1	39.8817063024831	67.8575033689203
ENSRNOG00000007304	Herc3	6.8549375095108	12.7538067345302
ENSRNOG00000007307	Syde1	82.6580222723132	98.430825860707
ENSRNOG00000007310	Klrb1a	0.794722413696806	0.366069811186822
ENSRNOG00000007315	Thoc2	24.1055790907819	23.642290183742
ENSRNOG00000007316	Idh3B	96.7332454408728	91.7152848469716
ENSRNOG00000007319	Trib3	23.4260346421393	18.3511884152811
ENSRNOG00000007320	Fam3d	0	0.0520529354482935
ENSRNOG00000007323	Ric8b	17.8523231463196	17.9895230130299
ENSRNOG00000007324	Plxna2	4.21080880822941	4.26403432121332
ENSRNOG00000007325	Usp28	10.9400721758597	10.867749549252
ENSRNOG00000007326	Prepl	28.9104297306952	27.166467379927
ENSRNOG00000007327	Pars2	6.03150926146427	5.11786582706401
ENSRNOG00000007329	Frmd6	253.209264314769	273.026839855497
ENSRNOG00000007330	Capzb	641.354733052502	603.763083777263
ENSRNOG00000007331	Rragd	4.75332673043753	11.2807152132899
ENSRNOG00000007332	Sstr3	0	0.0177111522238547
ENSRNOG00000007333	Wdr20	14.2628934276989	13.0014064288264
ENSRNOG00000007334	Ly6h	0.0821089167786481	0.151286009523863
ENSRNOG00000007335	Ccl11	0.221231146691116	1.0190481947175
ENSRNOG00000007336	Churc1	58.8841220251117	62.7049995314536
ENSRNOG00000007338	Fbln2	22.5619830473412	192.152191122411
ENSRNOG00000007340	Dcp1b	5.12518823167768	5.53682852463717
ENSRNOG00000007341	Mroh8	0.199463159309258	0.428763619145235
ENSRNOG00000007345	Amot	67.838176131815	89.848544062321
ENSRNOG00000007346	Grasp	99.427980139823	116.083707396515
ENSRNOG00000007348	Olr1087	0	0
ENSRNOG00000007349	Ascc2	35.7200792697147	33.4261395176214
ENSRNOG00000007350	Rac2	0.0547392778523644	1.2607167460322
ENSRNOG00000007351	Ggh	7.27364843268048	5.38099624710719
ENSRNOG00000007352	Casp14	0.0557628245587008	0
ENSRNOG00000007354	Trpa1	0	0.0203326963658606
ENSRNOG00000007356	Chmp3	156.065871723949	164.726215179222
ENSRNOG00000007359	Gca	2.45962611278408	3.78894133534334
ENSRNOG00000007364	Rab15	2.57917035840737	3.15328369286015
ENSRNOG00000007365	Il22	0	0
ENSRNOG00000007367	Sept4	33.4633463728098	82.0758728041767
ENSRNOG00000007369	Shisa4	178.730930173907	218.423888019863
ENSRNOG00000007370	Rnf144a	3.58450844030219	6.67078117532054
ENSRNOG00000007371	Rbmx2	19.2782881713226	22.3895878115229
ENSRNOG00000007372	Casp1	49.1351342279185	34.5438035332723
ENSRNOG00000007374	Tac1	0	0.139176997617393
ENSRNOG00000007375	Ccdc105	0	0
ENSRNOG00000007377	Slit3	46.4285440125757	73.1554530325265
ENSRNOG00000007378	Acox2	0	0
ENSRNOG00000007387	Per1	10.5507423209021	12.2982934143688
ENSRNOG00000007390	Nfkbia	44.399465480783	58.6336238727559
ENSRNOG00000007391	Hes7	0.495710747573046	0.730679237488782
ENSRNOG00000007392	Atp6v1f	235.723335073308	227.521923686117
ENSRNOG00000007393	Ndrg1	412.919426409207	247.437966398093
ENSRNOG00000007395	Baat	0.350228521127332	0.282317638442394
ENSRNOG00000007398	Zfp691	4.7522997727523	4.84882548140035
ENSRNOG00000007400	Srebf2	53.3747209852339	55.2066169888685
ENSRNOG00000007402	AC121415.1	0	0
ENSRNOG00000007404	Svbp	42.2582605672434	39.5101180935451
ENSRNOG00000007405	Krba1	6.07340148504615	5.95379572938438
ENSRNOG00000007407	Ndufa12	20.9451882960942	18.3769493843246
ENSRNOG00000007408	Ebf4	2.48073333354247	4.57076114812301
ENSRNOG00000007410	Dab1	4.53426518173163	7.62561359497884
ENSRNOG00000007412	Dok1	19.2859020291407	16.0580293535383
ENSRNOG00000007415	Ptgs1	161.291791644889	115.093840734507
ENSRNOG00000007416	Clp1	15.695767670567	17.9985929402604
ENSRNOG00000007418	Ipo9	114.937890615839	106.468999608872
ENSRNOG00000007419	Pank3	29.5510038112514	28.0332288375107
ENSRNOG00000007420	Hrh1	1.58263406086836	0.669894102988034
ENSRNOG00000007422	Vav2	25.2728462491801	23.8078332408541
ENSRNOG00000007426	Tmem64	15.8265657344376	14.5802555214024
ENSRNOG00000007427	Entpd6	14.7677766047849	11.4610503205183
ENSRNOG00000007430	Slx4ip	3.25450300779994	3.18797804073099
ENSRNOG00000007431	Shroom1	19.8448640494865	24.7848633416304
ENSRNOG00000007432	Polr3b	18.3680746783524	17.2042069252908
ENSRNOG00000007433	Cyb561	0.0839818602477857	0.193421144252669
ENSRNOG00000007434	Ube2j1	290.102218455972	274.045103362956
ENSRNOG00000007436	LOC100158225	5.58565692797311	4.73789908493697
ENSRNOG00000007437	Irf5	10.9924482678091	10.6732259660526
ENSRNOG00000007439	Unc13d	0.502668624446228	0.336788713816332
ENSRNOG00000007440	Dzank1	3.27227896570671	2.85164257572813
ENSRNOG00000007441	Klhl32	0.779210874111246	1.7228390047798
ENSRNOG00000007442	Ubl7	72.25584676519	67.2718455684644
ENSRNOG00000007443	Jag1	10.2857401073576	9.24163728794368
ENSRNOG00000007445	Asph	27.1919633852305	40.7172485626109
ENSRNOG00000007446	Apip	16.4377847630976	14.6328925413746
ENSRNOG00000007447	Pla2g4b	3.97052063144277	3.70192060263821
ENSRNOG00000007454	Aloxe3	0.2851047664821	0.306428896283318
ENSRNOG00000007455	Tmem132e	17.5054792423378	16.4315426612877
ENSRNOG00000007456	Calb1	0	0
ENSRNOG00000007457	Serping1	12.6692015646186	13.7804015430116
ENSRNOG00000007459	Pcnx1	27.5522863597508	32.4069857821396
ENSRNOG00000007461	Klhl41	0.781020303116789	0.989335222475333
ENSRNOG00000007462	Sept8	165.153251596144	188.689574874201
ENSRNOG00000007467	Ace3	0	0
ENSRNOG00000007468	Ifng	0	0
ENSRNOG00000007472	Setd5	38.1107273214658	37.2628947958085
ENSRNOG00000007475	Gpihbp1	0	0
ENSRNOG00000007477	Edn3	0	0
ENSRNOG00000007478	Cry2	17.5588987825226	15.2246313664808
ENSRNOG00000007483	Ccnf	11.2293671358331	11.6097057233029
ENSRNOG00000007484	Ehf	0	0.0274845331428344
ENSRNOG00000007485	Arfgef2	18.1096303941451	19.3307069077188
ENSRNOG00000007486	Atg7	12.0646959224102	12.4302341088062
ENSRNOG00000007489	Zfp41	7.06716372032088	6.61236752563949
ENSRNOG00000007490	Gabrr2	0.0355107865848549	0.130857534315904
ENSRNOG00000007491	Hoxb13	0	0.0509902363207436
ENSRNOG00000007492	Rpn2	465.184821497982	444.505230770995
ENSRNOG00000007493	Xrcc2	5.56946594760417	4.04251286117361
ENSRNOG00000007495	Smpx	0	0
ENSRNOG00000007496	Mtmr4	27.944885933618	27.2765353736948
ENSRNOG00000007500	Top1mt	9.12917099203319	10.4460857752064
ENSRNOG00000007504	Actr10	130.747295441375	131.648081897305
ENSRNOG00000007506	Ndufaf4	19.0534601163939	17.5979886249198
ENSRNOG00000007508	Lrtm2	0.417284868106553	0.329506735029994
ENSRNOG00000007509	Slc1a6	0.397979874208259	0.733279519473092
ENSRNOG00000007510	Bbs12	2.8173091333774	2.51349007390349
ENSRNOG00000007512	Srp14	132.137224075065	145.963410681025
ENSRNOG00000007514	Sox12	39.324053217644	29.6283267280409
ENSRNOG00000007515	Kif3a	25.8017444112042	27.1949678702857
ENSRNOG00000007516	Smtnl1	0	0
ENSRNOG00000007518	Nckap1	354.601442215586	336.82709895664
ENSRNOG00000007519	Tmem43	101.589853630347	114.384931860922
ENSRNOG00000007520	Zcchc3	18.9021142250327	18.7838620935959
ENSRNOG00000007523	Cct6b	0.420264354199489	0.464603258110237
ENSRNOG00000007525	Defb22	0	0
ENSRNOG00000007527	Tm2d1	49.7556938936538	48.5906831321767
ENSRNOG00000007528	Kcnh7	0	0
ENSRNOG00000007529	Bmf	0.751272948721022	0.889857919744443
ENSRNOG00000007532	RGD1305178	53.1798185177936	55.8551203126713
ENSRNOG00000007539	Rsad2	0.0610105535474674	0.281030475957068
ENSRNOG00000007540	Msc	0	0.112228510332844
ENSRNOG00000007541	Fhl3	70.0094096230178	38.5910444856343
ENSRNOG00000007542	Scg5	0.250815463195704	0.288830312548631
ENSRNOG00000007544	Il23r	0	0
ENSRNOG00000007545	Angptl4	0.43437704490734	0.654824825122299
ENSRNOG00000007546	Asns	127.411797533147	110.917179851163
ENSRNOG00000007548	Polr3f	17.4631629970355	13.8174336014683
ENSRNOG00000007551	Patj	2.58271045342005	3.59160798006526
ENSRNOG00000007552	Arhgap36	0.209718414725391	0
ENSRNOG00000007558	Defb36	0	0
ENSRNOG00000007561	Glb1l2	56.3140432842543	60.619981074096
ENSRNOG00000007564	Evc	6.42744414224724	7.0832705687511
ENSRNOG00000007567	Rem1	4.65968102718562	6.1211300010966
ENSRNOG00000007568	Spata6	25.5179515657008	22.932981614681
ENSRNOG00000007570	Dera	46.0790679354605	42.2119484490748
ENSRNOG00000007573	Hoxb9	1.11394722528102	1.17282985398922
ENSRNOG00000007574	Padi2	1.32491149873579	1.62743651140514
ENSRNOG00000007575	Plppr1	0	0.0500611139388028
ENSRNOG00000007576	Zfp597	4.0827681381054	4.03381331426053
ENSRNOG00000007578	Zfp830	14.5857227517953	14.7012463352276
ENSRNOG00000007581	Slc17a8	0	0
ENSRNOG00000007582	Zswim4	22.9923538809622	26.2157794277016
ENSRNOG00000007583	Pygb	36.5493379436666	33.1080329876546
ENSRNOG00000007584	Ehd4	376.189044234077	350.632247861864
ENSRNOG00000007585	Hoxb8	0	0.141179544345366
ENSRNOG00000007587	Tcp11l2	10.1471091922062	11.1387416415507
ENSRNOG00000007590	Eya1	0.0431451946961218	0
ENSRNOG00000007591	Slc45a3	0.504058918737008	0.569902859480187
ENSRNOG00000007596	Rffl	28.4958833409931	26.7405496439523
ENSRNOG00000007597	Rhpn1	5.72799814073816	7.87351432007043
ENSRNOG00000007600	Igsf1	0.0338347612593523	0
ENSRNOG00000007601	Inhbe	0	0.0504657225011007
ENSRNOG00000007603	Gabrr1	0	0.0164040717276913
ENSRNOG00000007604	Igsf8	23.0691702532286	18.9156897223165
ENSRNOG00000007605	RGD1560831	0.409080364527123	0.282649581580252
ENSRNOG00000007606	Rnf43	0.0317389937994657	0.0292396118875529
ENSRNOG00000007607	Nr4a1	135.699289486099	186.310338252196
ENSRNOG00000007608	Fezf1	0	0
ENSRNOG00000007610	Gdf11	33.5153334584607	32.1939493389642
ENSRNOG00000007611	Hoxb7	0.226610627461529	1.14821023033995
ENSRNOG00000007613	C1qtnf5	26.415330347374	36.3226943195989
ENSRNOG00000007622	Arrdc1	35.1041115659914	31.3821639047308
ENSRNOG00000007624	Il4	0	0
ENSRNOG00000007625	B3galt1	0.335078186224584	0.38586431642715
ENSRNOG00000007628	Ptp4a3	10.0005814358946	10.0929543505423
ENSRNOG00000007629	Sf3a3	49.9462072148885	50.0021575492585
ENSRNOG00000007632	Mss51	0.938387620326682	0.864491482995098
ENSRNOG00000007636	Cadps2	0.11579415909531	0.228590575739781
ENSRNOG00000007637	Acer2	0.549367086393006	0.319645600111932
ENSRNOG00000007639	C8b	0	0
ENSRNOG00000007640	Npbwr1	0.150615952393469	0.138755249139267
ENSRNOG00000007644	Mbtps2	16.8260335489249	17.0727300324988
ENSRNOG00000007645	Kcnj9	0.217414035776427	0.13352874522235
ENSRNOG00000007646	Sipa1l1	24.7205204166041	25.4970257087155
ENSRNOG00000007647	Oprk1	0	0
ENSRNOG00000007648	Rab11b	173.855673388887	173.317115132448
ENSRNOG00000007649	Dnm2	79.5319600058304	89.4682185555198
ENSRNOG00000007650	Cd63	1433.44522928282	1514.45752515804
ENSRNOG00000007652	Il13	0	0
ENSRNOG00000007654	Lrig3	10.712361435096	8.11553892038683
ENSRNOG00000007655	Zfp174	4.9621783528836	5.24699562605781
ENSRNOG00000007657	Col27a1	15.9607465069065	12.0270747334997
ENSRNOG00000007660	Fntb	27.0715575222282	12.6159427509572
ENSRNOG00000007662	Zfp800	24.4067180144759	25.6271363595671
ENSRNOG00000007663	Rps6	73.1211484266347	57.9409899964059
ENSRNOG00000007664	Tnfrsf13c	0	0
ENSRNOG00000007665	Cse1l	53.6753661642262	49.5634911057248
ENSRNOG00000007666	Cacnb4	0.0788732043744341	0.145324196401354
ENSRNOG00000007668	Mafa	1.09841468044623	0.948671938176435
ENSRNOG00000007671	Smu1	60.4066900157638	60.0700323626013
ENSRNOG00000007673	Ppig	51.1672779657122	55.2100801402566
ENSRNOG00000007675	Gpr63	3.05375868724413	2.87011530025571
ENSRNOG00000007678	Zfp263	6.90549450585894	7.14987601405202
ENSRNOG00000007679	Cyth4	0.088738222299083	0.681252215076284
ENSRNOG00000007680	Fhl5	0.13337190775449	0.491476553302318
ENSRNOG00000007681	Brd3	43.6124299380194	44.8185194337086
ENSRNOG00000007682	Gria3	8.95251639100193	4.71092001426607
ENSRNOG00000007683	Prdm13	0.0655715887730542	0.0906119371028267
ENSRNOG00000007684	Zc3h3	18.7776117697998	18.8752632354091
ENSRNOG00000007686	Sept3	0.692246020752169	0.44641312745377
ENSRNOG00000007687	Sema7a	54.5655401444324	24.0472054772536
ENSRNOG00000007688	Sms	58.1611082132945	54.981017558915
ENSRNOG00000007690	Cmpk2	0.563044790785394	0.590251821533845
ENSRNOG00000007692	Ift52	42.2662930013149	44.5882031742152
ENSRNOG00000007697	C8a	0	0.0181751384821619
